text,emotion
"Okay . Phoebe , I ... I think Ross is right . What are we gonna do ?",fear
"Look ... Okay , I am just gonna ... I am gonna have to go find him and bring him back !",neutral
Okay ?,neutral
"You ... you make sure Monica does not find out , okay ?",neutral
"I will , I will find him .",fear
Yeah !,surprise
I can not say .,neutral
Why ? !,surprise
Why not ?,surprise
I can not say because he is famous .,neutral
"Oh my God , who is it ? !",surprise
"Phoebe , come on , you have to tell us .",anger
"Okay , okay . It is James Brolin . James Brolin is the father of my baby .",neutral
As in Barbara Streisand husband James Brolin ?,surprise
What ? ! Well he never said that to me !,surprise
"Oh , it is so romantic to send people off on their honeymoon .",joy
"You know , Monica and Chandler are married . Ross and Rachel are having a baby . Maybe you and I should do something .",joy
All in good time my love .,neutral
All in good time .,neutral
Oh shoot !,surprise
I left my guitar in their apartment .,sadness
Well you can let me in later .,neutral
"I do not have a key , they took mine to give to you .",sadness
What ? ! They took mine to give to you !,surprise
Why would they take away our keys ?,surprise
I still do not get why Greg and Jenny would give us a fake number .,anger
"You know , if they knew what they were doing they probably did not give you real names either .",neutral
"Okay , maybe people give out fake numbers , but they do not give out fake names .",anger
"Oh yeah ? Hi , Ken Adams , nice to meet you .",joy
Regina Philange .,joy
"I still do not get it , we did not do anything wrong .",sadness
"I know ! Although , you did tell an awful lot of jokes .",anger
I thought you said those jokes were funny . Joke ! Joke ! Joke !,surprise
Joke . Joke . Blah ! Blah !,disgust
Well maybe it was all of your questions .,neutral
What about my questions ?,neutral
"Oh yeah , sure .",neutral
"Okay , in about ten seconds you are gonna see him kiss me .",joy
And in about five seconds you are gonna see why .,neutral
Ross did I ever tell you about the time that I went backpacking through Western Europe ?,neutral
"Okay , get ready to see some beggin !",joy
"Oh , you came on to Ross !",surprise
What ? !,surprise
Now I am so happy .,joy
What are you talking about ? !,surprise
You used the Europe story !,joy
That is the magic story you use when you wanna have sex !,anger
How do you know about that story ? !,anger
How do you know about that story ? !,anger
I heard it from my friend Irene who heard it from some guy !,anger
Some guy ! !,neutral
"No . No , she told me his name was Ken Adams .",neutral
Ken Adams ! !,surprise
Hello Greg ?,neutral
"Hi , this is Monica from the plane ?",neutral
"Listen , the number that you gave me 853 ... 5 ... That is their old number !",joy
Jenny been giving it out since they moved !,joy
Jenny ! That is so Jenny !,joy
"Hey listen umm , how would you like to get together ?",joy
Say next Saturday ?,neutral
"Okay , how about Sunday ?",neutral
"Okay umm , the week after that ?",neutral
The week after that ?,neutral
You know what Greg ?,anger
"We are good , interesting , funny people with good questions .",anger
I thought I was a complete idiot .,surprise
"Hey , I am with you . He even asked me if I thought you would go out with him .",neutral
"Oh ! Oh , I think I am gonna throw up a little bit . What did you say ?",surprise
I said no .,neutral
What ? !,surprise
What ? I ... I just figured since you are pregnant you are not gonna be seeing people .,surprise
"Okay Joey , first of all Kash Ford is not people . Second of all , what did he say when you told him I was pregnant ?",anger
I did not tell him . I did not know if you were telling people . This is back when I thought Kash was still people .,neutral
"Good ... good , do not tell him . Do not tell him . Just have him call me okay ?",fear
"Rach look , I really do not think that is such a great",sadness
"Okay , you go do it ! I will come back to that set ! I will meet more actors ! I will meet em all !",anger
Hey Toby !,neutral
Hey Bobby .,neutral
"It is Bob actually . Hey , you work up here , can you tell me where this Chandler",neutral
"Uhh yeah . Yeah , it is right , right down there . Right there , yeah . Can I ask you why ?",neutral
"I want to talk to that bastard , see what his problem is .",anger
"Okay Bob listen uhh , I am the reason you did not get the job up here .",sadness
Toby do not .,sadness
Bob !,sadness
Toby ! I am not gonna let you cover for him . Anything you say right now will just get me more upset with Chandler !,anger
Wow ! It looks like we got a lot of good stuff .,surprise
"Oh we did , but my mom got us the greatest gift of all .",joy
A Play ... Dough Barber Shop ?,surprise
No . She is going to live with us for eight weeks .,joy
"Uh , what ?",surprise
Yes ! She is gonna help us take care of the baby ! Woo ... hoo .,joy
What ... You are not serious .,sadness
"I mean she is a very nice woman , but there is no way we can take eight weeks of her .",disgust
She will drive us totally crazy .,disgust
Hi Ross !,joy
Hi roomie !,joy
We will do a quick check .,neutral
Okay .,neutral
"So , eight days late huh ?",neutral
Yeah .,neutral
You must be a little uncomfortable .,neutral
"Eh , just a tad .",neutral
"You are about 80 percent effaced , so you are on your way .",neutral
It still could last a little while longer .,neutral
If you are anxious there are a few ways to help things along .,neutral
Do them ! !,anger
"Actually , they are things you can do . Just some home remedies , but in my experience I have found that some of them are quite effective .",neutral
"Well , we are ready to try anything .",neutral
"Okay , there is an herbal tea you can drink .",neutral
Okay .,neutral
Oh good God ! If you want a baby so bad just go steal it !,anger
What is going on with you ? Since when are you so crazy about babies ?,surprise
I am not crazy about babies . I am crazy about us .,joy
What ?,surprise
"Look , we have always talked about having babies someday .",neutral
"I am not saying it has to be right now , but I am starting to think that we can handle it .",neutral
We are good .,neutral
We are really good .,joy
"No , I am sorry . It is just my foot itches like crazy .",sadness
"Oh , I will get it .",neutral
Wow ! I usually get to know a girl a little better before I let her spoon me .,surprise
"Relax , it is not like we are forking .",joy
It is clearly an Emma .,neutral
"Oh honey , but you love that name .",sadness
"Yeah , but I love you more .",neutral
"Besides you know , nothing goes with Bing .",sadness
So I am screwed .,sadness
Oh !,surprise
Look at Emma !,joy
"I just can not decide who she looks more alike , you or Rachel ?",neutral
"Oh what are you kidding ? She is gorgeous , it is all Rachel .",surprise
"I am sorry , for the last time , why are not you two together again ?",surprise
"No , I know .",neutral
"I know , because you are not in that place .",neutral
"Which would be fine , except you totally are .",neutral
It is ... it is complicated okay ?,sadness
"Yeah that is true . Yeah , you love her . You always have . You have a child together . There is no right answer .",neutral
"Look , we have been together .",neutral
Okay ?,neutral
"And then apart , and then together , and then apart , and now we have a baby .",neutral
It is just if ... if we got together again and it did not work out ... I could never do that to Emma .,sadness
I mean she ... she thinking everything ... Oh that is ... now me .,sadness
What do they put something in the water in this place ?,surprise
"Since Rachel and I we are doing really , we are doing really well right now .",sadness
"I know . I know . I know . I know , and if you try to make it more you might wreck it .",neutral
"Yeah , exactly .",neutral
Right . Or you might get everything you have wanted since you were fifteen .,neutral
What is wrong with Emma ?,sadness
"Oh she misunderstood , she thought she was moving to Tulsa .",anger
I can not believe that Ross is gone . It is just so sad .,sadness
I did not know Ross and you were so close .,surprise
We were not but we had one class together . He was such a great guy and he talked so passionately about science . I always remembered him .,sadness
I am sure that would mean a lot to him .,neutral
"And if heaven has a door , I am sure he is pressing his ear up against it and listening intently .",neutral
I thought so many times about calling him and asking him out . I guess I really missed my chance .,sadness
But you did not !,joy
I am still alive ! !,joy
"Kori , I know this is a big surprise for you .",neutral
It is a long story but the things you just said really made my day !,joy
"I mean , the fact that you are here means more to me than if this room were filled with people !",joy
"You sick freak , who does that ? I can not believe I had a crush on you !",anger
Did you hear that ? Kori Weston had a crush on me ! !,joy
Wow .,surprise
"I am , I am really sorry .",neutral
"Yeah , I am sorry too . But , I gotta tell you , I am a little relieved .",neutral
Relieved ?,surprise
"Yeah , well , I had a great time with you ... I just can not stand your friends .",neutral
What ?,neutral
Peach pit .,neutral
"Yes , Bunny ?",neutral
"Peach pit . That night we , uh ... we had ...",neutral
Peaches ?,neutral
"Actually , nectarines , but basically ...",neutral
Could have been a peach .,neutral
"Then , uh , then we got dressed , and I ... I ... I walked her to the ... the bus stop ... I am fine .",neutral
"Hey , that woman got an ass like Carol !",joy
What ? Thought we were trying to find stuff .,surprise
"Excuse me , look , we have been here for over an hour , and a lot of people less sick than my friend have gone in .",anger
"I mean , that guy with the toe thing ? Who he sleeping with ?",anger
"Oh , c mon Dora , do not be mad ...",sadness
"I know we both said some things we did not mean , but that does not mean we still do not love each other .",neutral
"You know , I feel like I have lost her ... Ba ... !",surprise
You got the clothes clean . Now that is the important part .,neutral
"Oh , I guess . Except everything looks like jammies now .",sadness
